Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Azerbaijan,AZE,Voice and Accountability: Percentile Rank,VA.PER.RNK,7.38916254043579
"Bahamas, The",BHS,Control of Corruption: Percentile Rank,CC.PER.RNK,82.6923065185547
"Bahamas, The",BHS,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.038459777832
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,78.0952377319336
"Bahamas, The",BHS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,63.461540222168
"Bahamas, The",BHS,Rule of Law: Percentile Rank,RL.PER.RNK,60.0961532592773
"Bahamas, The",BHS,Voice and Accountability: Percentile Rank,VA.PER.RNK,74.8768463134766
Bahrain,BHR,Control of Corruption: Percentile Rank,CC.PER.RNK,56.25
Bahrain,BHR,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.8653869628906
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,18.0952377319336
Bahrain,BHR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,72.1153869628906
Bahrain,BHR,Rule of Law: Percentile Rank,RL.PER.RNK,66.3461532592773
Bahrain,BHR,Voice and Accountability: Percentile Rank,VA.PER.RNK,8.3743839263916
Bangladesh,BGD,Control of Corruption: Percentile Rank,CC.PER.RNK,21.1538467407227
Bangladesh,BGD,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.480770111084
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,10.4761905670166
Bangladesh,BGD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,22.115385055542
Bangladesh,BGD,Rule of Law: Percentile Rank,RL.PER.RNK,30.769229888916
Bangladesh,BGD,Voice and Accountability: Percentile Rank,VA.PER.RNK,31.0344829559326
Barbados,BRB,Control of Corruption: Percentile Rank,CC.PER.RNK,87.9807662963867
Barbados,BRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.7307662963867
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,81.4285736083984
Barbados,BRB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,68.75
Barbados,BRB,Rule of Law: Percentile Rank,RL.PER.RNK,76.9230804443359
Barbados,BRB,Voice and Accountability: Percentile Rank,VA.PER.RNK,84.7290649414063
Belarus,BLR,Control of Corruption: Percentile Rank,CC.PER.RNK,47.5961532592773
Belarus,BLR,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.0576934814453
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,50.476188659668
Belarus,BLR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,16.3461532592773
Belarus,BLR,Rule of Law: Percentile Rank,RL.PER.RNK,22.115385055542
Belarus,BLR,Voice and Accountability: Percentile Rank,VA.PER.RNK,10.3448276519775
Belgium,BEL,Control of Corruption: Percentile Rank,CC.PER.RNK,92.3076934814453
Belgium,BEL,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.538459777832
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,61.4285697937012
Belgium,BEL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,88.461540222168
Belgium,BEL,Rule of Law: Percentile Rank,RL.PER.RNK,88.9423065185547
Belgium,BEL,Voice and Accountability: Percentile Rank,VA.PER.RNK,95.5665054321289
Belize,BLZ,Control of Corruption: Percentile Rank,CC.PER.RNK,49.519229888916
Belize,BLZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.4423084259033
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,49.0476188659668
Belize,BLZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,31.25
Belize,BLZ,Rule of Law: Percentile Rank,RL.PER.RNK,18.269229888916
Belize,BLZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,69.9507369995117
Benin,BEN,Control of Corruption: Percentile Rank,CC.PER.RNK,36.538459777832
Benin,BEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.1730766296387
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,48.5714302062988
Benin,BEN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.2884616851807
Benin,BEN,Rule of Law: Percentile Rank,RL.PER.RNK,29.3269233703613
Benin,BEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,63.0541877746582
Bermuda,BMU,Control of Corruption: Percentile Rank,CC.PER.RNK,87.5
Bermuda,BMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.9807662963867
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,85.2380981445313
Bermuda,BMU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,78.3653869628906
Bermuda,BMU,Rule of Law: Percentile Rank,RL.PER.RNK,78.8461532592773
Bermuda,BMU,Voice and Accountability: Percentile Rank,VA.PER.RNK,..
Bhutan,BTN,Control of Corruption: Percentile Rank,CC.PER.RNK,83.1730804443359
Bhutan,BTN,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.1923065185547
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,82.8571395874023
Bhutan,BTN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,26.9230766296387
Bhutan,BTN,Rule of Law: Percentile Rank,RL.PER.RNK,68.2692337036133
Bhutan,BTN,Voice and Accountability: Percentile Rank,VA.PER.RNK,44.8275871276855
Bolivia,BOL,Control of Corruption: Percentile Rank,CC.PER.RNK,26.9230766296387
Bolivia,BOL,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.6923065185547
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,37.6190490722656
Bolivia,BOL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,17.3076915740967
Bolivia,BOL,Rule of Law: Percentile Rank,RL.PER.RNK,9.61538505554199
Bolivia,BOL,Voice and Accountability: Percentile Rank,VA.PER.RNK,46.7980308532715
Bosnia and Herzegovina,BIH,Control of Corruption: Percentile Rank,CC.PER.RNK,37.019229888916
Bosnia and Herzegovina,BIH,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.980770111084
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,32.8571434020996
Bosnia and Herzegovina,BIH,Regulatory Quality: Percentile Rank,RQ.PER.RNK,48.5576934814453
Bosnia and Herzegovina,BIH,Rule of Law: Percentile Rank,RL.PER.RNK,43.75
Bosnia and Herzegovina,BIH,Voice and Accountability: Percentile Rank,VA.PER.RNK,40.8866996765137
Botswana,BWA,Control of Corruption: Percentile Rank,CC.PER.RNK,80.288459777832
Botswana,BWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.6730804443359
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,90
Botswana,BWA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,70.1923065185547
Botswana,BWA,Rule of Law: Percentile Rank,RL.PER.RNK,70.6730804443359
Botswana,BWA,Voice and Accountability: Percentile Rank,VA.PER.RNK,59.1133003234863
Brazil,BRA,Control of Corruption: Percentile Rank,CC.PER.RNK,38.461540222168
Brazil,BRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,47.5961532592773
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,30
Brazil,BRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,46.6346168518066
Brazil,BRA,Rule of Law: Percentile Rank,RL.PER.RNK,51.9230766296387
Brazil,BRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,61.5763549804688
Brunei Darussalam,BRN,Control of Corruption: Percentile Rank,CC.PER.RNK,72.5961532592773
Brunei Darussalam,BRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.25
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,93.8095245361328
Brunei Darussalam,BRN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,71.1538467407227
Brunei Darussalam,BRN,Rule of Law: Percentile Rank,RL.PER.RNK,73.0769195556641
Brunei Darussalam,BRN,Voice and Accountability: Percentile Rank,VA.PER.RNK,23.1527099609375
Bulgaria,BGR,Control of Corruption: Percentile Rank,CC.PER.RNK,51.4423065185547
Bulgaria,BGR,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.3846130371094
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,47.1428565979004
Bulgaria,BGR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,73.5576934814453
Bulgaria,BGR,Rule of Law: Percentile Rank,RL.PER.RNK,53.8461532592773
Bulgaria,BGR,Voice and Accountability: Percentile Rank,VA.PER.RNK,59.6059112548828
Burkina Faso,BFA,Control of Corruption: Percentile Rank,CC.PER.RNK,53.3653831481934
Burkina Faso,BFA,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.6153831481934
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,15.2380952835083
Burkina Faso,BFA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,37.980770111084
Burkina Faso,BFA,Rule of Law: Percentile Rank,RL.PER.RNK,34.1346168518066
Burkina Faso,BFA,Voice and Accountability: Percentile Rank,VA.PER.RNK,48.7684745788574
Burundi,BDI,Control of Corruption: Percentile Rank,CC.PER.RNK,10.5769233703613
Burundi,BDI,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.692307472229
Burundi,BDI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,5.2380952835083
Burundi,BDI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,20.6730766296387
Burundi,BDI,Rule of Law: Percentile Rank,RL.PER.RNK,7.692307472229
Burundi,BDI,Voice and Accountability: Percentile Rank,VA.PER.RNK,7.88177347183228
Cabo Verde,CPV,Control of Corruption: Percentile Rank,CC.PER.RNK,79.3269195556641
Cabo Verde,CPV,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.730770111084
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,77.1428604125977
Cabo Verde,CPV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,42.788459777832
Cabo Verde,CPV,Rule of Law: Percentile Rank,RL.PER.RNK,63.461540222168
Cabo Verde,CPV,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.3251266479492
Cambodia,KHM,Control of Corruption: Percentile Rank,CC.PER.RNK,8.17307662963867
Cambodia,KHM,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.519229888916
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,52.3809509277344
Cambodia,KHM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,34.1346168518066
Cambodia,KHM,Rule of Law: Percentile Rank,RL.PER.RNK,12.5
Cambodia,KHM,Voice and Accountability: Percentile Rank,VA.PER.RNK,17.7339897155762
Cameroon,CMR,Control of Corruption: Percentile Rank,CC.PER.RNK,11.057692527771
Cameroon,CMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.115385055542
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,14.7619047164917
Cameroon,CMR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,23.0769233703613
Cameroon,CMR,Rule of Law: Percentile Rank,RL.PER.RNK,15.384614944458
Cameroon,CMR,Voice and Accountability: Percentile Rank,VA.PER.RNK,21.674877166748
Canada,CAN,Control of Corruption: Percentile Rank,CC.PER.RNK,95.1923065185547
Canada,CAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.1923065185547
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,93.3333358764648
Canada,CAN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,94.2307662963867
Canada,CAN,Rule of Law: Percentile Rank,RL.PER.RNK,96.6346130371094
Canada,CAN,Voice and Accountability: Percentile Rank,VA.PER.RNK,96.0591125488281
Cayman Islands,CYM,Control of Corruption: Percentile Rank,CC.PER.RNK,69.2307662963867
Cayman Islands,CYM,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.0961532592773
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,91.9047622680664
Cayman Islands,CYM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,75.961540222168
Cayman Islands,CYM,Rule of Law: Percentile Rank,RL.PER.RNK,76.4423065185547
Cayman Islands,CYM,Voice and Accountability: Percentile Rank,VA.PER.RNK,62.0689659118652
Central African Republic,CAF,Control of Corruption: Percentile Rank,CC.PER.RNK,9.13461494445801
Central African Republic,CAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,2.88461542129517
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,7.14285707473755
Central African Republic,CAF,Regulatory Quality: Percentile Rank,RQ.PER.RNK,5.76923084259033
Central African Republic,CAF,Rule of Law: Percentile Rank,RL.PER.RNK,1.92307686805725
Central African Republic,CAF,Voice and Accountability: Percentile Rank,VA.PER.RNK,18.7192115783691
Chad,TCD,Control of Corruption: Percentile Rank,CC.PER.RNK,4.807692527771
Chad,TCD,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.25
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,10.9523811340332
Chad,TCD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,9.61538505554199
Chad,TCD,Rule of Law: Percentile Rank,RL.PER.RNK,7.21153831481934
Chad,TCD,Voice and Accountability: Percentile Rank,VA.PER.RNK,12.3152713775635
Chile,CHL,Control of Corruption: Percentile Rank,CC.PER.RNK,82.211540222168
Chile,CHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.3269195556641
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,63.8095245361328
Chile,CHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,89.9038467407227
Chile,CHL,Rule of Law: Percentile Rank,RL.PER.RNK,84.6153869628906
Chile,CHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,76.8472900390625
China,CHN,Control of Corruption: Percentile Rank,CC.PER.RNK,49.038459777832
China,CHN,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.788459777832
China,CHN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.1428565979004
China,CHN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,44.230770111084
China,CHN,Rule of Law: Percentile Rank,RL.PER.RNK,46.1538467407227
China,CHN,Voice and Accountability: Percentile Rank,VA.PER.RNK,6.89655160903931
Colombia,COL,Control of Corruption: Percentile Rank,CC.PER.RNK,44.230770111084
Colombia,COL,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.3269233703613
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,13.8095235824585
Colombia,COL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,67.3076934814453
Colombia,COL,Rule of Law: Percentile Rank,RL.PER.RNK,41.3461532592773
Colombia,COL,Voice and Accountability: Percentile Rank,VA.PER.RNK,49.7536964416504
Comoros,COM,Control of Corruption: Percentile Rank,CC.PER.RNK,31.730770111084
Comoros,COM,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.28846168518066
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,46.6666679382324
Comoros,COM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,12.5
Comoros,COM,Rule of Law: Percentile Rank,RL.PER.RNK,11.5384616851807
Comoros,COM,Voice and Accountability: Percentile Rank,VA.PER.RNK,39.4088668823242
"Congo, Dem. Rep.",COD,Control of Corruption: Percentile Rank,CC.PER.RNK,7.692307472229
"Congo, Dem. Rep.",COD,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.76923084259033
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,4.2857141494751
"Congo, Dem. Rep.",COD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,7.692307472229
"Congo, Dem. Rep.",COD,Rule of Law: Percentile Rank,RL.PER.RNK,4.32692289352417
"Congo, Dem. Rep.",COD,Voice and Accountability: Percentile Rank,VA.PER.RNK,10.837438583374
"Congo, Rep.",COG,Control of Corruption: Percentile Rank,CC.PER.RNK,9.61538505554199
"Congo, Rep.",COG,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.0192308425903
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,25.238094329834
"Congo, Rep.",COG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,10.5769233703613
"Congo, Rep.",COG,Rule of Law: Percentile Rank,RL.PER.RNK,14.4230766296387
"Congo, Rep.",COG,Voice and Accountability: Percentile Rank,VA.PER.RNK,17.2413787841797
Costa Rica,CRI,Control of Corruption: Percentile Rank,CC.PER.RNK,75.4807662963867
Costa Rica,CRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.8269195556641
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,70.476188659668
Costa Rica,CRI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,67.788459777832
Costa Rica,CRI,Rule of Law: Percentile Rank,RL.PER.RNK,67.3076934814453
Costa Rica,CRI,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.2216720581055
Cote d'Ivoire,CIV,Control of Corruption: Percentile Rank,CC.PER.RNK,33.6538467407227
Cote d'Ivoire,CIV,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.9230766296387
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,16.1904754638672
Cote d'Ivoire,CIV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,39.9038467407227
Cote d'Ivoire,CIV,Rule of Law: Percentile Rank,RL.PER.RNK,28.365385055542
Cote d'Ivoire,CIV,Voice and Accountability: Percentile Rank,VA.PER.RNK,36.4532012939453
Croatia,HRV,Control of Corruption: Percentile Rank,CC.PER.RNK,62.5
Croatia,HRV,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.711540222168
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,68.0952377319336
Croatia,HRV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,65.8653869628906
Croatia,HRV,Rule of Law: Percentile Rank,RL.PER.RNK,65.8653869628906
Croatia,HRV,Voice and Accountability: Percentile Rank,VA.PER.RNK,64.5320205688477
Cuba,CUB,Control of Corruption: Percentile Rank,CC.PER.RNK,60.5769233703613
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,50
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,66.1904754638672
Cuba,CUB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,6.73076915740967
Cuba,CUB,Rule of Law: Percentile Rank,RL.PER.RNK,35.0961532592773
Cuba,CUB,Voice and Accountability: Percentile Rank,VA.PER.RNK,6.40394067764282
Cyprus,CYP,Control of Corruption: Percentile Rank,CC.PER.RNK,77.8846130371094
Cyprus,CYP,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.3653869628906
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,65.7142868041992
Cyprus,CYP,Regulatory Quality: Percentile Rank,RQ.PER.RNK,82.6923065185547
Cyprus,CYP,Rule of Law: Percentile Rank,RL.PER.RNK,75.4807662963867
Cyprus,CYP,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.7586212158203
Czech Republic,CZE,Control of Corruption: Percentile Rank,CC.PER.RNK,67.788459777832
Czech Republic,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.8076934814453
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,83.3333358764648
Czech Republic,CZE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.7692337036133
Czech Republic,CZE,Rule of Law: Percentile Rank,RL.PER.RNK,84.1346130371094
Czech Republic,CZE,Voice and Accountability: Percentile Rank,VA.PER.RNK,80.7881774902344
Denmark,DNK,Control of Corruption: Percentile Rank,CC.PER.RNK,99.038459777832
